question_id,category,method,question,answer,route,response_time,used_cache,answer_correct,content_correct,route_correct,keyword_hit_count,required_keyword_count,required_keyword_target,retrieval_hit_at_3,citation_supported,hallucinated,unsupported_handling_correct
Q009,rubric_interpretation,Proposed Hybrid System,What does HD require in workflow and methodology?,"Direct Answer: To achieve an HD, the workflow and methodology must be clear, logical, and well-structured, with a thorough explanation of all technical processes and design decisions.

Key Points:
- Provide a comprehensive explanation of data preprocessing, chunking/feature preparation, model design, and algorithmic choices.
- Detail the integration of multiple AI paradigms.
- Clearly separate design decisions from implementation details.

Evidence Used:
- report_rubric.txt: Workflow and Methodology (chunk_id: report_rubric__workflow_and_methodology__01)",rag,3.3981,0,1,1,1,3,4,3,1,1,0,1
Q010,rubric_interpretation,Keyword Search,What does HD require in empirical analysis and results?,"Keyword baseline retrieved this evidence: HD requires comprehensive experiments with a well-defined setup, datasets or test collections, parameters, and appropriate evaluation metrics. Results should be presented clearly with tables or figures and interpreted insightfully. The analysis should demonstr",keyword,0.0,0,0,0,0,3,5,4,1,0,1,1
Q010,rubric_interpretation,RAG-only,What does HD require in empirical analysis and results?,"Direct Answer: To achieve an HD, the empirical analysis must feature comprehensive experiments with a well-defined setup, clear presentation of results, and insightful interpretation demonstrating solution effectiveness.

Key Points:
- Experiments must include a well-defined setup, specific datasets or test collections, parameters, and appropriate evaluation metrics.
- Results must be presented clearly using tables or figures.
- The analysis must demonstrate solution effectiveness and include reproducibility via a GitHub repository.
- Ethical considerations must be discussed where relevant.

Evidence Used:
- report_rubric.txt: Empirical Analysis and Results (chunk_id=report_rubric__empirical_analysis_and_results__01)",rag,4.9175,0,1,1,1,5,5,4,1,1,0,1
Q010,rubric_interpretation,Proposed Hybrid System,What does HD require in empirical analysis and results?,"Direct Answer: To achieve an HD, the empirical analysis must feature comprehensive experiments with a well-defined setup, clear presentation of results, and insightful interpretation demonstrating solution effectiveness.

Key Points:
- Experiments must include a well-defined setup, specific datasets or test collections, parameters, and appropriate evaluation metrics.
- Results must be presented clearly using tables or figures.
- The analysis must demonstrate solution effectiveness and include reproducibility via a GitHub repository.
- Ethical considerations must be discussed where relevant.

Evidence Used:
- report_rubric.txt: Empirical Analysis and Results (chunk_id=report_rubric__empirical_analysis_and_results__01)",rag,14.4167,0,1,1,1,5,5,4,1,1,0,1
Q011,rubric_interpretation,Keyword Search,What does HD require in critical reflection?,"Keyword baseline retrieved this evidence: HD requires deep and critical evaluation of limitations, failure cases and trade-offs. The report should analyse scalability and computational constraints, explain when alternative approaches may be more suitable, and show thoughtful reflection instead of only",keyword,0.0,0,0,1,0,5,5,4,1,0,0,1
Q011,rubric_interpretation,RAG-only,What does HD require in critical reflection?,"Direct Answer: To achieve an HD in critical reflection, you must provide a deep evaluation of limitations, failure cases, and trade-offs, moving beyond generic weaknesses to analyze scalability, computational constraints, and alternative approaches.

Key Points:
- Analyze scalability and computational constraints.
- Explain when alternative approaches may be more suitable.
- Demonstrate thoughtful reflection rather than listing generic weaknesses.
- Evaluate failure cases and trade-offs.

Evidence Used:
- report_rubric.txt: Critical Reflection (chunk_id=report_rubric__critical_reflection__01)",rag,12.9953,0,1,1,1,5,5,4,1,1,0,1
Q011,rubric_interpretation,Proposed Hybrid System,What does HD require in critical reflection?,"Direct Answer: To achieve an HD in critical reflection, you must provide a deep evaluation of limitations, failure cases, and trade-offs, moving beyond generic weaknesses to analyze scalability, computational constraints, and alternative approaches.

Key Points:
- Analyze scalability and computational constraints.
- Explain when alternative approaches may be more suitable.
- Demonstrate thoughtful reflection rather than listing generic weaknesses.
- Evaluate failure cases and trade-offs.

Evidence Used:
- report_rubric.txt: Critical Reflection (chunk_id=report_rubric__critical_reflection__01)",rag,8.0831,0,1,1,1,5,5,4,1,1,0,1
Q012,rubric_interpretation,Keyword Search,"For the presentation, what does HD require in content and relevance?","Keyword baseline retrieved this evidence: HD requires a highly relevant real-world problem and AI solution with strong alignment between the problem and chosen methods. The presentation should clearly explain significance, impact and ethical considerations while staying within the time limit.",keyword,0.0,0,0,1,0,4,4,3,1,0,0,1
Q012,rubric_interpretation,RAG-only,"For the presentation, what does HD require in content and relevance?","Direct Answer: To achieve an HD, the presentation must feature a highly relevant real-world problem paired with an AI solution that demonstrates strong alignment between the chosen methods and the problem addressed.

Key Points:
- The content must clearly explain the significance, impact, and ethical considerations of the project.
- The presentation must be delivered within the specified time limit.

Evidence Used:
- [1] presentation_rubric.txt (Content and Relevance)",rag,17.2163,0,1,1,1,4,4,3,1,1,0,1
Q012,rubric_interpretation,Proposed Hybrid System,"For the presentation, what does HD require in content and relevance?","Direct Answer: To achieve an HD, the presentation must feature a highly relevant real-world problem paired with an AI solution that demonstrates strong alignment between the chosen methods and the problem addressed.

Key Points:
- The content must clearly explain the significance, impact, and ethical considerations of the project.
- The presentation must be delivered within the designated time limit.

Evidence Used:
- [1] presentation_rubric.txt (Content and Relevance)",rag,4.8669,0,1,1,1,4,4,3,1,1,0,1
Q013,workflow_explanation,Keyword Search,What AI methods are used in this project?,Keyword baseline retrieved this evidence: - When is the report due? - What is the report word limit? - What sections must be included in the report? - What does the rubric require for HD? - Does the project need a GitHub repository? - How should a group divide the work? - What are the limitations and ,keyword,0.002,0,0,0,0,0,5,4,0,0,1,1
Q013,workflow_explanation,RAG-only,What AI methods are used in this project?,"Direct Answer: The project utilizes a hybrid AI system that integrates retrieval-based techniques, structured knowledge representation, and rule-based reasoning to provide evidence-grounded responses.

Key Points:
- Retrieval-Augmented Generation (RAG)
- Semantic embedding retrieval
- Structured knowledge representation
- Rule-based reasoning
- Evidence-grounded answer generation
- Empirical evaluation against baseline methods

Evidence Used:
- [1] project_design.txt: Lists the six specific AI methods used in the hybrid system.",rag,9.8324,0,1,1,1,5,5,4,0,0,0,1
Q013,workflow_explanation,Proposed Hybrid System,What AI methods are used in this project?,"Direct Answer: The project utilizes a hybrid AI system that integrates retrieval-based techniques, structured knowledge, and rule-based reasoning to provide evidence-grounded responses.

Key Points:
- Retrieval-Augmented Generation (RAG)
- Semantic embedding retrieval
- Structured knowledge representation
- Rule-based reasoning
- Evidence-grounded answer generation
- Empirical evaluation against baseline methods

Evidence Used:
- [1] project_design.txt: Lists the six specific AI methods used in the hybrid system.",rag,5.1192,0,1,1,1,5,5,4,0,0,0,1
Q014,workflow_explanation,Keyword Search,What is the system pipeline?,Keyword baseline retrieved this evidence: Input Documents Text Extraction and Cleaning Chunking and Metadata Tagging Vector Knowledge Base and Structured Rule Base Query Router Retrieval or Rule-Based Reasoning Evidence-Grounded Answer Generation Final Answer with Evidence and Confidence Level,keyword,0.0,0,0,1,0,4,4,4,1,0,0,1
Q014,workflow_explanation,RAG-only,What is the system pipeline?,"Direct Answer: The system is a hybrid AI pipeline that integrates retrieval-augmented generation, semantic embedding retrieval, structured knowledge representation, rule-based reasoning, evidence-grounded answer generation, and empirical evaluation.

Key Points:
- The system must be presented as a hybrid AI architecture rather than a simple chatbot.
- The workflow must include data preprocessing, chunking or feature preparation, model design, and algorithmic choices.
- Design decisions must be clearly separated from implementation details.

Evidence Used:
- project_design.txt: Defines the six components of the hybrid AI system.
- report_rubric.txt: Outlines the requirements for a logical workflow, including preprocessing, model design, and integration of AI paradigms.",rag,10.7357,0,0,0,1,1,4,4,0,0,1,1
Q014,workflow_explanation,Proposed Hybrid System,What is the system pipeline?,"Direct Answer: The system is a hybrid AI architecture that integrates retrieval-augmented generation, semantic embedding retrieval, structured knowledge representation, rule-based reasoning, evidence-grounded answer generation, and empirical evaluation.

Key Points:
- The system must be presented as a hybrid AI system rather than a simple chatbot.
- The workflow must include data preprocessing, chunking or feature preparation, model design, and algorithmic choices.
- Design decisions must be clearly separated from implementation details.

Evidence Used:
- project_design.txt: Defines the six components of the hybrid AI system.
- report_rubric.txt: Outlines the required logical workflow and methodology components.",rag,20.3447,0,0,0,1,1,4,4,0,0,1,1
Q015,workflow_explanation,Keyword Search,Why should the system not be presented as a simple chatbot?,Keyword baseline retrieved this evidence: - When is the report due? - What is the report word limit? - What sections must be included in the report? - What does the rubric require for HD? - Does the project need a GitHub repository? - How should a group divide the work? - What are the limitations and ,keyword,0.0,0,0,0,0,0,5,4,1,0,1,1
Q015,workflow_explanation,RAG-only,Why should the system not be presented as a simple chatbot?,"Direct Answer: The system should be presented as a hybrid AI system rather than a simple chatbot to reflect its integration of multiple advanced technical paradigms and its reliance on evidence-grounded generation.

Key Points:
- It combines Retrieval-Augmented Generation, semantic embedding retrieval, structured knowledge representation, rule-based reasoning, and empirical evaluation.
- The design requires the integration of multiple AI paradigms to ensure answers are grounded in evidence.
- Presenting it as a hybrid system demonstrates the complex algorithmic choices and methodology required for an HD-level project.

Evidence Used:
- project_design.txt: The system should be presented as a hybrid AI system combining six specific technical components.
- report_rubric.txt: An HD grade requires a thorough explanation of how multiple AI paradigms are integrated.",rag,16.9331,0,1,1,1,5,5,4,1,1,0,1
Q015,workflow_explanation,Proposed Hybrid System,Why should the system not be presented as a simple chatbot?,"Direct Answer: The system should be presented as a hybrid AI system rather than a simple chatbot to reflect its integration of multiple advanced technical paradigms and methodologies.

Key Points:
- It combines Retrieval-Augmented Generation, semantic embedding retrieval, and structured knowledge representation.
- It incorporates rule-based reasoning and evidence-grounded answer generation.
- It requires empirical evaluation against baseline methods to demonstrate its design.

Evidence Used:
- project_design.txt: The system should be presented as a hybrid AI system combining specific technical components.
- report_rubric.txt: HD requirements necessitate a clear explanation of how multiple AI paradigms are integrated.",rag,2.8453,0,1,1,1,5,5,4,1,1,0,1
Q016,evaluation_design,Keyword Search,How should the system be evaluated?,"Keyword baseline retrieved this evidence: The system should be evaluated using test questions across factual constraints, submission rules, rubric interpretation, workflow planning, and unsupported questions. Baseline methods may include keyword search and RAG-only retrieval. Metrics may include answe",keyword,0.0,0,0,1,0,3,5,3,1,0,0,1
Q016,evaluation_design,RAG-only,How should the system be evaluated?,"Direct Answer: The system should be evaluated through comprehensive experiments using specific test questions, baseline methods, and defined performance metrics.

Evaluation Steps:
1. Conduct experiments using test questions covering factual constraints, submission rules, rubric interpretation, workflow planning, and unsupported questions.
2. Compare performance against baseline methods, such as keyword search and RAG-only retrieval.
3. Measure effectiveness using metrics including answer accuracy, retrieval accuracy at 3, citation support rate, hallucination rate, unsupported handling accuracy, and average response time.

Evidence Used:
- Project design document (project_design.txt) regarding evaluation methods and metrics.
- Report rubric (report_rubric.txt) regarding experimental setup and reproducibility.",rag,33.4203,0,1,1,1,3,5,3,1,1,0,1
Q016,evaluation_design,Proposed Hybrid System,How should the system be evaluated?,"Direct Answer: The system should be evaluated through comprehensive experiments using specific test questions, baseline methods, and defined performance metrics.

Evaluation Steps:
1. Conduct tests across factual constraints, submission rules, rubric interpretation, workflow planning, and unsupported questions.
2. Compare performance against baseline methods such as keyword search and RAG-only retrieval.
3. Measure effectiveness using metrics including answer accuracy, retrieval accuracy at 3, citation support rate, hallucination rate, unsupported handling accuracy, and average response time.

Evidence Used:
- Project design document specifying test categories, baseline methods, and performance metrics.
- Report rubric requiring a well-defined experimental setup, clear presentation of results, and reproducibility.",rag,24.3524,0,1,1,1,3,5,3,1,1,0,1
Q017,evaluation_design,Keyword Search,Which baselines and metrics are already justified by the current project design?,"Keyword baseline retrieved this evidence: HD requires a clear, concise and insightful conclusion that links findings back to project objectives and key AI-related insights. Future work should be realistic, technically sound and justified by the observed limitations. References should be relevant, high",keyword,0.0,0,0,0,0,0,5,4,0,0,1,1
Q017,evaluation_design,RAG-only,Which baselines and metrics are already justified by the current project design?,"Direct Answer: The project design justifies keyword search and RAG-only retrieval as baselines, and metrics including answer accuracy, retrieval accuracy at 3, citation support rate, hallucination rate, unsupported handling accuracy, and average response time.

Evaluation Steps:
1. Identify the proposed baseline methods listed in the project design document.
2. Identify the specific performance metrics listed in the project design document.
3. Confirm that these elements are explicitly stated as the system's evaluation criteria.

Evidence Used:
- Project design document (Evaluation section) identifies keyword search and RAG-only retrieval as baseline methods.
- Project design document (Evaluation section) lists specific metrics for system evaluation, including accuracy, citation support, hallucination rate, and response time.",rag,7.0668,0,1,1,1,5,5,4,1,1,0,1
Q017,evaluation_design,Proposed Hybrid System,Which baselines and metrics are already justified by the current project design?,"Direct Answer: The project design justifies keyword search and RAG-only retrieval as baselines, and metrics including answer accuracy, retrieval accuracy at 3, citation support rate, hallucination rate, unsupported handling accuracy, and average response time.

Evaluation Steps:
1. Identify the proposed baseline methods listed in the project design document.
2. Identify the specific performance metrics listed in the project design document.
3. Verify that these elements are presented as part of the system evaluation strategy.

Evidence Used:
- [1] Project design lists keyword search and RAG-only retrieval as baseline methods.
- [1] Project design lists specific metrics including accuracy, citation support, hallucination rate, and response time.",rag,14.6639,0,1,1,1,5,5,4,1,1,0,1
Q018,workflow_explanation,Keyword Search,How does the hybrid design reduce hallucination compared with an ungrounded LLM?,Keyword baseline retrieved this evidence: - When is the report due? - What is the report word limit? - What sections must be included in the report? - What does the rubric require for HD? - Does the project need a GitHub repository? - How should a group divide the work? - What are the limitations and ,keyword,0.0,0,0,0,0,1,4,3,1,0,1,1
Q018,workflow_explanation,RAG-only,How does the hybrid design reduce hallucination compared with an ungrounded LLM?,The provided documents do not contain enough evidence to answer this question confidently.,rag,0.0297,0,0,0,1,1,4,3,0,0,1,1
Q018,workflow_explanation,Proposed Hybrid System,How does the hybrid design reduce hallucination compared with an ungrounded LLM?,The provided documents do not contain enough evidence to answer this question confidently.,rag,0.0222,0,0,0,1,1,4,3,0,0,1,1
Q019,presentation_story,Keyword Search,What real-world problem should we emphasise when presenting this prototype?,"Keyword baseline retrieved this evidence: In Assessment 3 students focus on how to apply AI techniques to solve real-world problems, showcasing theoretical knowledge, collaboration, and practical implementation.",keyword,0.0,0,0,0,0,1,4,3,1,0,1,1
Q019,presentation_story,RAG-only,What real-world problem should we emphasise when presenting this prototype?,"Direct Answer: Identify a real-world problem that can be effectively addressed using artificial intelligence techniques.
Key Points:
- Identify a real-world problem that can be effectively addressed using artificial intelligence techniques.
- Highlight the real-world problem.
- HD requires a highly relevant real-world problem and AI solution with strong alignment between the problem and chosen methods.",rag,17.8198,0,0,0,1,0,4,3,1,0,1,1
Q019,presentation_story,Proposed Hybrid System,What real-world problem should we emphasise when presenting this prototype?,"Direct Answer: You should emphasise a real-world problem that can be effectively addressed using artificial intelligence techniques and demonstrates strong significance, impact, and ethical considerations.

Key Points:
- The problem must show a clear link and strong alignment with your chosen AI-based solution.
- You must be prepared to explain the significance, impact, and ethical implications of the problem during your presentation.
- The problem should be highly relevant to achieve a high distinction (HD) grade.

Evidence Used:
- Assessment Brief: Identify a real-world problem addressable by AI.
- Oral Presentation: Highlight the problem and be prepared to answer questions about it.
- Presentation Rubric: HD requires high relevance, strong alignment, and clear explanation of significance, impact, and ethics.
- Report Rubric: Introduction must define a significant problem, explain impact/constraints, and link it to the AI solution.",rag,6.4242,0,0,0,1,0,4,3,1,0,1,1
Q020,ethics_policy,Keyword Search,Can we use GenAI for this assignment?,Keyword baseline retrieved this evidence: Group assignment with individually assessed contributions.,keyword,0.0,0,0,0,0,0,4,3,1,0,1,1
Q020,ethics_policy,RAG-only,Can we use GenAI for this assignment?,"Direct Answer: The provided evidence does not explicitly state whether GenAI is permitted for this assignment; you must verify the specific rules with your tutor, lecturer, or subject coordinator.

Policy Interpretation:
- You are required to check the subject site, tutor, lecturer, or subject coordinator to confirm if and how GenAI can be used.
- If GenAI is used, you must use it ethically and provide appropriate references or acknowledgments as required.

Evidence Used:
- Assessment brief: Academic Integrity section (chunk_id=assessment_brief__academic_integrity__01)",rag,11.4455,0,0,0,1,2,4,3,1,0,1,1
Q020,ethics_policy,Proposed Hybrid System,Can we use GenAI for this assignment?,"Direct Answer: The provided evidence does not explicitly state whether GenAI is permitted for this assignment; you must verify the specific rules with your tutor, lecturer, or subject coordinator.

Policy Interpretation:
- You are required to check the subject site, tutor, lecturer, or subject coordinator to confirm if and how GenAI can be used for this assessment.
- If GenAI is used, you must use it ethically and provide appropriate references or acknowledgments as required.
- Unauthorized use of GenAI may constitute a breach of academic integrity, such as plagiarism or cheating, which carries penalties.

Evidence Used:
- Assessment brief: Academic Integrity section (chunk_id=assessment_brief__academic_integrity__01)",rag,4.2573,0,0,0,1,2,4,3,1,0,1,1
Q021,rubric_interpretation,Keyword Search,"For the presentation, what does HD require in findings, contributions, and limitations?","Keyword baseline retrieved this evidence: HD requires insightful findings and contributions with clear empirical results that show effectiveness and innovation. Limitations should be critically analysed, including ethical implications.",keyword,0.0,0,0,1,0,4,4,4,1,0,0,1
Q021,rubric_interpretation,RAG-only,"For the presentation, what does HD require in findings, contributions, and limitations?","Direct Answer: For an HD, the presentation must include insightful findings and contributions supported by clear empirical results demonstrating innovation and effectiveness, alongside a critical analysis of limitations that incorporates ethical implications.

Key Points:
- Findings and contributions must be insightful and supported by clear empirical results.
- Empirical results must demonstrate both effectiveness and innovation.
- Limitations must be critically analyzed and include a discussion of ethical implications.

Evidence Used:
- [1] presentation_rubric.txt: HD requirements for findings, contributions, and limitations.",rag,11.1844,0,1,1,1,4,4,4,1,1,0,1
Q021,rubric_interpretation,Proposed Hybrid System,"For the presentation, what does HD require in findings, contributions, and limitations?","Direct Answer: For an HD, the presentation must include insightful findings and contributions supported by clear empirical results demonstrating innovation and effectiveness, alongside a critical analysis of limitations that incorporates ethical implications.

Key Points:
- Findings and contributions must be insightful and demonstrate effectiveness and innovation through clear empirical results.
- Limitations must be critically analysed and include a discussion of ethical implications.

Evidence Used:
- [1] presentation_rubric.txt: Findings, Contributions and Limitations",rag,6.6566,0,1,1,1,4,4,4,1,1,0,1
Q022,unsupported,Keyword Search,Can the official project documents tell us exactly how six group members should divide the work?,Keyword baseline retrieved this evidence: - When is the report due? - What is the report word limit? - What sections must be included in the report? - What does the rubric require for HD? - Does the project need a GitHub repository? - How should a group divide the work? - What are the limitations and ,keyword,0.0,0,0,0,0,0,2,1,0,0,1,0
Q022,unsupported,RAG-only,Can the official project documents tell us exactly how six group members should divide the work?,"Direct Answer: Use the official deadline and the role-allocation guidance to split work clearly, finish evaluation early, and leave time for integration and rehearsal.
Action Plan:
1. Confirm deadlines, submission rules, required report sections, and presentation constraints.
2. Divide ownership across implementation, evaluation, report writing, and presentation preparation.
3. Finish integration, final checks, and rehearsal before the final submission window.
Evidence Used:
- How should a group divide the work?
- Each group will deliver a presentation to demonstrate their proposed solution and project outcomes.
- All members of the group are required to be present for the group presentation.",rag,6338.25,0,0,0,0,0,2,1,0,0,1,0
Q022,unsupported,Proposed Hybrid System,Can the official project documents tell us exactly how six group members should divide the work?,"Direct Answer: Use the official deadline and the role-allocation guidance to split work clearly, finish evaluation early, and leave time for integration and rehearsal.
Action Plan:
1. Confirm deadlines, submission rules, required report sections, and presentation constraints.
2. Divide ownership across implementation, evaluation, report writing, and presentation preparation.
3. Finish integration, final checks, and rehearsal before the final submission window.
Evidence Used:
- How should a group divide the work?
- Each group will deliver a presentation to demonstrate their proposed solution and project outcomes.
- All members of the group are required to be present for the group presentation.",rag,3.7699,0,0,0,0,0,2,1,0,0,1,0
Q023,unsupported,Keyword Search,Can the official project documents provide a day-by-day schedule from 7 May 2026 to the deadline?,"Keyword baseline retrieved this evidence: Report due in Week 13, 16 May 2026. Presentation due in Week 12 for Group A and Week 13 for Group B.",keyword,0.0,0,0,0,0,0,2,1,0,0,1,0
